C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
2484,"Customer#000002484",OXg8JIjfrXHd3,3,13-245-972-9772,4819.50,HOUSEHOLD,"ic, ironic Tiresias. blithely express Tiresias wake fu"
2485,"Customer#000002485",q53cjxp3Z06GxJCa6YcGJ4t0nyZ,10,20-543-175-9406,6320.04,BUILDING,ular requests sleep fluffily about the blithely reg
2486,"Customer#000002486","GSdCG,pqG79,tzpV8MnMDsrEof2YBC",8,18-587-372-7983,2968.82,MACHINERY,"efully regular requests are carefully. carefully express deposits along the special, ironic as"
2487,"Customer#000002487", 8MYnqq2NtX,24,34-430-662-5641,9999.72,FURNITURE,"luffy accounts. final, ironic packages haggle quickly. carefully final fo"
2488,"Customer#000002488",zHSVIQXmTZC,11,21-682-249-5536,5319.80,MACHINERY,xpress accounts can cajole. expr
2489,"Customer#000002489",6eb8KEIAVbK5,6,16-943-758-8315,-123.46,FURNITURE,ts. furiously regular requests according to the even foxes must have to wake carefully frays. furiously special d
2490,"Customer#000002490","d,VcenfJmzzE49 uLWzagKSxyApqP",11,21-911-666-1336,1994.91,AUTOMOBILE,slyly across the dogged theodolites. fluffi
2491,"Customer#000002491","4b,wCPrQI7x4rGlAy,hZkyj5",7,17-111-683-1091,9386.50,AUTOMOBILE,ts use blithely according to the furiously ironic foxes. carefully even packages alongside of th
2492,"Customer#000002492",vsYtvLk6OP QP1nvO,6,16-515-227-8227,6060.96,HOUSEHOLD,its nag furiously. slowly express ideas haggle fluffily unusual ideas. daringly busy foxes wake 
2493,"Customer#000002493",DdJ8qjXZvDFP,24,34-657-473-5515,4530.74,BUILDING,"ing to the final, regular platelets. carefully regular dinos haggle furiously busy requests. deposits across th"
2494,"Customer#000002494","6N4Q7Jl,V21EwfhiHQ40rJ1LR",6,16-698-262-5779,4131.33,BUILDING,bold ideas. blithely bold theodolites haggle thinly quickly ironic requests. fluffily pending orbits boos
2495,"Customer#000002495",Eh28OTeDd3Iqq0Ld5upX9oH,23,33-452-425-5331,1183.86,MACHINERY, asymptotes. carefully bold deposits nod carefully. requests are slyly. dependencies haggle slyly c
2496,"Customer#000002496",nzDv0lMviO1GklZvjJChmp1Mm7fCAz,1,11-852-765-8021,7032.12,HOUSEHOLD,unts. furiously regular deposits run. quickly ironic excuses above the ironic deposits are quickly furiously regular
2497,"Customer#000002497",Ykt8BILHdSHFGAJHGqJEJ8axs,12,22-123-363-4858,2909.46,HOUSEHOLD, accounts. carefully ironic theodolites cajole blithely ideas. furiously pe
2498,"Customer#000002498",IscitwE63lGY,0,10-959-460-6272,2223.65,BUILDING,riously carefully express instruc
2499,"Customer#000002499",jNee8LKXchy9w vN3FRFHqavSEaDDoQa5clMfvx,8,18-402-713-4163,3931.84,BUILDING,usly: quickly bold foxes wake fluffily furiously regular accounts. 
2500,"Customer#000002500",CPlWX4JJv3VB4B1Vf74QxTAbb3Us9h0B,0,10-338-582-4233,3399.16,MACHINERY,y about the blithely even accou
2501,"Customer#000002501",bRQ6xD6BBbbam,17,27-227-539-3705,4739.62,AUTOMOBILE,egrate fluffily. slyly ironic requests are quickly alongside of the fluffily final asymptotes. regular packages use 
2502,"Customer#000002502",CA4M3OKNGb3iBrp06eyuEDazHo,19,29-568-731-2769,5728.40,FURNITURE,e carefully carefully regular accounts. silent ide
2503,"Customer#000002503","K,GEVZ7Lwp7vYY",14,24-273-904-5521,3165.59,AUTOMOBILE,"inal, regular requests? blith"
2504,"Customer#000002504",VepAoNjq54RS00E1qaA2d,6,16-139-618-8579,5983.72,BUILDING,l theodolites haggle furiously furiously regular packages. quickly pending platelets cajole about the c
2505,"Customer#000002505",UfwxG1rJrG10XWYG5F97bMUbU1QxK i,8,18-498-145-6268,4453.85,FURNITURE,special dependencies across the bold deposits sleep always about the requests. never final pinto beans use blithely.
2506,"Customer#000002506",kMnJ72bn y81j1WhogEhzXk,4,14-876-203-8080,9907.18,AUTOMOBILE," packages nag fluffily regular pinto beans. pending, silent packages haggle toward the carefu"
2507,"Customer#000002507",0a mk3O0MMe2x8ZjIh,2,12-301-831-4004,1074.60,MACHINERY,ly. bold packages boost. unusual platelets poach furiously bold theodolites. carefully ironic instructions across 
2508,"Customer#000002508",IVsDZe302M8Rer,12,22-980-719-3669,7717.33,AUTOMOBILE,leep slyly. furiously even courts ha
2509,"Customer#000002509","jsNxW0,D5BsFWdjN98KK",5,15-871-781-7491,2170.92,BUILDING,inal ideas! fluffily pending accounts boost carefully. accounts run.
2510,"Customer#000002510",FlzvMsMfUkWq0t5sawp4pbnd5VsL1TBUVql6mGx,15,25-216-337-9686,8611.66,HOUSEHOLD,"ic foxes cajole fluffily regular instructions. regular, even deposits haggle furiously. si"
2511,"Customer#000002511","yLdzXgL7N3w1giv,YXIMphWA",14,24-935-875-2160,7254.40,AUTOMOBILE,"s are. brave packages haggle slyly alongside of the careful, "
2512,"Customer#000002512",P0iaFbJk0NBPH1ORfEx38Q,22,32-121-883-7078,9814.80,MACHINERY,thless instructions. carefully regular
2513,"Customer#000002513",zjbGWL6XA78VibXl6wiV,3,13-109-199-4636,-516.71,HOUSEHOLD,e furiously regular packages. silent accounts from the
2514,"Customer#000002514",pSRqMWJfZ3,19,29-791-117-5160,3627.47,FURNITURE, even deposits haggle carefully accounts. quickly express pinto beans boost blithely among the 
2515,"Customer#000002515",H1PjwpfF3OiqO96UXXrTxgszPW,0,10-960-364-4078,2844.87,MACHINERY,deposits cajole carefully ironic t
2516,"Customer#000002516",gBuwMDsi38,8,18-260-145-1615,5720.60,BUILDING,ding to the fluffily express requests! sentiments cajole carefully carefully final requests
2517,"Customer#000002517","C08GKTBr4Bea,IlpinAv2 v6d6 K",23,33-119-916-3225,4219.76,HOUSEHOLD,es about the carefully unusual ac
2518,"Customer#000002518",6gszL Z9gGZWfHv6rgdtT3Zj4hOIeooFPt,5,15-790-528-2781,2502.09,FURNITURE,inder. deposits alongside of the blithely regular theodolites
2519,"Customer#000002519",SSCfuSd1LoBsxfFPltoiIOd1lyp5h,7,17-680-621-7852,8523.47,MACHINERY,s. slyly even packages against the bold accounts cajole slyly above the even 
2520,"Customer#000002520",RFlYJzJE5JT70heH,17,27-398-547-4808,-940.02,AUTOMOBILE, slyly bold requests play thinly? ironic packag
2521,"Customer#000002521","nYX,vF mxjXXRJrLH,wJ,j4TqxXs",15,25-737-458-4234,6030.94,AUTOMOBILE,ully along the slyly special theodolites.
2522,"Customer#000002522",7uulR3OTP1 ,7,17-369-270-8550,6088.69,AUTOMOBILE,yly ironic instructions among the platelets impress 
2523,"Customer#000002523",GJexIAW3zMwqmtJPDaEtwH,18,28-812-137-7283,8619.83,FURNITURE,hes are furiously! furiously pending requests according to the ca
2524,"Customer#000002524",ZLIiltlnLAs36004JLQopfh,14,24-266-408-8194,1605.85,AUTOMOBILE," express, sly foxes. theodolites sleep slyly across"
2525,"Customer#000002525",JoXl29w1AgvYvIFPNe ,16,26-993-370-6061,4503.76,AUTOMOBILE, bold dolphins. sly packages nag silently blithely silent depo
2526,"Customer#000002526",ihA5U53vZDqI bM3KjlmEFDMQjznJ,5,15-891-401-7013,1679.30,AUTOMOBILE,oubt against the regular idea
2527,"Customer#000002527",lm9X6lR8Wss3R,22,32-622-505-4274,7013.55,MACHINERY,nal ideas cajole slyly foxes. carefully ironic requests print caref
2528,"Customer#000002528",HMe3S3eutMBuZFNqTnYOKxxaVhTAFxJ0u1,17,27-248-922-4099,9758.25,AUTOMOBILE,ly ironic courts are regular pinto beans. furiously iron
2529,"Customer#000002529","r69bboOQ2r7r7,6BpwR",7,17-132-560-7435,5998.64,MACHINERY,"e furiously even dolphins. blithely regular frets boost carefully fluffily ruthless packages. final, silent exc"
2530,"Customer#000002530","xPr7GSx,qI",6,16-669-619-5613,2189.70,AUTOMOBILE,s. fluffily special deposits haggle furiously furiously fi
2531,"Customer#000002531",SJ0BzRUkajdWySX6jIPucfPzz  3GizjU,10,20-146-461-5107,5197.26,FURNITURE,e quickly. furiously regular requests use blithely car
2532,"Customer#000002532",L wjnnHlf41oR9oawtB2KFEd2bxlUe MX,3,13-279-528-5064,8286.22,BUILDING,cross the blithely final pains. quickly special accounts lose slyly. platelets snooze fluffily special depo
2533,"Customer#000002533",ugDZ0AWZYZ2Rjp7HpkF7Q4DjVVMd1TAHL97eS,9,19-208-868-2564,4551.25,HOUSEHOLD,slow ideas x-ray slyly deposits. carefully regular ideas across the 
2534,"Customer#000002534","ODYrD2XAn7E3VG4BdirB,4M",7,17-567-760-8338,7912.03,FURNITURE,es x-ray furiously. quickly iron
2535,"Customer#000002535","U8CdVuGjxcYHXRZsb5,fR6,DZJiykYQGzUrQCda",12,22-179-608-6532,7598.28,FURNITURE, to the quickly regular deposits
2536,"Customer#000002536","B42mwPs7VUvixVcHD,Wr8Pm4D5Oj3",2,12-887-215-3180,3349.04,FURNITURE,se furiously quickly silent deposits. slyly silent
2537,"Customer#000002537","pwJFxCd,qr1Qfec,QIuMUoYoUNpnx90I",10,20-609-180-1199,9233.77,BUILDING,ons wake. silent accounts haggle around the instructions. requests sleep instru
2538,"Customer#000002538",0wGqDeRzlR06QTnkuYZcP,18,28-433-124-4221,2056.85,MACHINERY,"ts snooze slyly ironic gifts. special accounts are brave, even foxes. regular deposits boost regular deposits. pe"
2539,"Customer#000002539",7O3EqeIA k2A8FkVtSN4bPe,0,10-325-811-5224,5493.60,HOUSEHOLD, cajole regular hockey players. express accounts boost slyl
2540,"Customer#000002540","JX,BDmCzzpQRMt8ZHSf4",6,16-688-394-6898,5937.56,BUILDING,"thely express requests boost furiously slyly regular deposits. final, unusual courts wa"
2541,"Customer#000002541",y6jWcfAolDUorF7t,0,10-542-274-1075,9609.87,BUILDING, wake slyly. special deposits affix furiously regular deposits. blithely silent requests across the asymptotes hag
2542,"Customer#000002542","gvFK,QDTZYt",6,16-738-408-9760,9105.31,MACHINERY, sublate fluffily. permanent requests use quietly fluffily fi
2543,"Customer#000002543",dtZVLBDFCfcOaIU0ecK41KNM4IX,24,34-918-578-9807,-971.87,FURNITURE,ly final ideas about the blithely thin instructions wake furiously furiou
2544,"Customer#000002544","qkb0m, ss8IIPkBmmhvBGY55uV 7xbhmKcB",17,27-187-656-9336,9658.88,FURNITURE,l accounts against the ironic packages nag blithely q
2545,"Customer#000002545","ObS3mlGWgguXMCeh8,H",1,11-838-931-2722,7950.01,AUTOMOBILE,utside the ironic courts are slyly theodolites. furiou
2546,"Customer#000002546",dQKNEZ10KdYs5MMhYSeh1yX8pbD9gXCvogQlG,22,32-950-755-3353,7918.38,MACHINERY, ironic courts haggle furiously above the express dependencies. accounts affix slyly. fina
2547,"Customer#000002547","4WsAa9IqeMNZ771KZS0RLq,HvBSc2w",15,25-410-236-2705,4289.87,HOUSEHOLD, requests sleep carefully. carefully ironic deposits haggle according to the blithely unusual dolphins. slyly reg
2548,"Customer#000002548",6NYpEVtMKxAKAC8e,15,25-156-319-2783,3832.17,AUTOMOBILE,"inal theodolites poach slyly throughout the pending, special packages."
2549,"Customer#000002549","kIQt6LKg36ZQIy2,MSPFzNF y f3",23,33-959-800-3343,290.86,FURNITURE,integrate. slyly even foxes alongs
2550,"Customer#000002550",PjRBOSEg0vrIzlYibKkD0VZ,14,24-571-317-8138,2340.58,FURNITURE,kly even requests cajole slyly quickly silent a
2551,"Customer#000002551",xd4mzWwXGScoGwQpDwvoNNhNV,20,30-566-457-2081,25.06,BUILDING,ully against the carefully regular platelets. bold packages integrate carefully about the furi
2552,"Customer#000002552","COS13ZciBwYOeRA8ELG4uY,N,unG",20,30-136-111-3822,1070.45,BUILDING,y even deposits: slyly special accounts are always against the ironic packages. special somas was blithely.
2553,"Customer#000002553",QaZdmblg1KuvGCN8,17,27-466-421-8347,3966.47,AUTOMOBILE," furiously regular dolphins. deposits haggle carefully regular, even epitaphs! fina"
2554,"Customer#000002554",vFZCdQe7UYA2bqx57j9wjSFUEyPwCCj,24,34-721-964-7633,2520.10,BUILDING,nal asymptotes ought to use furiously regular accounts. fluffily final acc
2555,"Customer#000002555",vOZ6lcY2nsOnl9Ds tbGEdd2f8HWrcH53oWDvc,13,23-292-160-7570,3365.93,FURNITURE,owly furiously express depths. slyly final deposits boost. packages d
2556,"Customer#000002556",hQXOR7SbH4csSuKJPcMiQ5GuRnk,10,20-435-630-1961,7187.46,MACHINERY, pinto beans. quickly pending pinto beans
2557,"Customer#000002557",4efGEXhSEpco8P0iX94V6iSeprpMneXub,0,10-788-586-9628,6758.02,AUTOMOBILE,dolites. special packages detect carefully above the quickly quiet packages. slyly even accounts sleep
2558,"Customer#000002558",yz5A3n0Tl01sDBLkJm5McJv,2,12-789-365-8103,5154.49,FURNITURE,"ffily across the regular, regular pinto beans. permanent packages caj"
2559,"Customer#000002559",N5I  OrcYy6UqcPK19FE6OCDUdBuGqFm3,21,31-415-178-2915,4458.91,BUILDING,pths impress blithely according to the instructions. theodolites wake blithely 
2560,"Customer#000002560","Gt7qB0m2uk,3wUrWhUip9kk0MlKTma39",2,12-739-219-4649,6975.10,AUTOMOBILE,s integrate blithely platelets; sometimes even ideas sleep carefully carefully enticing ins
2561,"Customer#000002561",ZV0WxoQZJgYjORxDYYs,16,26-125-424-1974,1514.43,MACHINERY,", bold frays sleep boldly! ironic instructions must haggle carefully against t"
2562,"Customer#000002562",cEsTwMh5F7SIZ,17,27-230-397-6898,7939.58,BUILDING,"uffily final packages cajole carefully. ironic, regular foxes run slyly after the silent, special accounts. slyly "
2563,"Customer#000002563",paxIOklMvRjFnkh67A,21,31-560-460-7397,8538.89,FURNITURE,"ans. final, regular requests integrate across the furi"
2564,"Customer#000002564",9x8rBkhTpvCrb85AH1NBqW rrr KZBrZ6,12,22-816-837-8608,5223.69,AUTOMOBILE,sleep quickly. carefully special foxes use furiousl
2565,"Customer#000002565","BSvPT2k4tyUvEn,3SUirQHCo18lIxDkZ97H,jec",15,25-846-380-7390,1577.41,HOUSEHOLD,kly. carefully silent dolphins wake slyly at the even realm
2566,"Customer#000002566",dXPY3n5LpxyvgyME2cprvocEORuON6R4EI7JgS,11,21-709-452-9618,-574.84,BUILDING,ar packages could maintain furiously across the furiously even excuses. blithely reg
2567,"Customer#000002567",sPQK6dRvuY3elYjMusffrTl0xu1nNwzL3X,5,15-368-483-7189,5600.22,FURNITURE,"lithely. special, unusual deposits cajole carefully-- furiously ironic a"
2568,"Customer#000002568",dU7Pvc605M0uqso94YFdQRcabvNk,5,15-479-534-4898,4943.18,HOUSEHOLD,ully even ideas detect slyly after the slyly even pinto beans. quickly express packages
2569,"Customer#000002569",hubtM8GXKAkfyBiFRAE5brPjIY5fHK,17,27-945-432-1994,6003.93,HOUSEHOLD,"he carefully pending accounts. braids was quickly according to the final, ironic deposits: quickly special deposi"
2570,"Customer#000002570",1baYwxVlVsJJXgtoMjXdeNbHovLOaWim3u,6,16-771-270-7193,3051.17,HOUSEHOLD,y final asymptotes poach furiously final platelets. blithely unusual somas dazzle. daring dolphins h
2571,"Customer#000002571","m UYufgVoh7V,E MiTdhvDaVjKdeZfqiU6tzAhJ",5,15-251-317-1648,7976.06,FURNITURE, affix to the quickly ironic instructions. furiously r
2572,"Customer#000002572",Vaej4uhkJj,23,33-605-361-3955,5742.22,BUILDING,yly special dolphins. carefully regular requests haggle quickly ironic dependencies. accounts
2573,"Customer#000002573",MwJHu9BxFOuKDs nYcfsXs6ksYdsFyilloSAr,5,15-576-710-5323,4517.93,MACHINERY,"en, regular dependencies haggle furiously final pinto beans. ironic dep"
2574,"Customer#000002574",L9JiZ3s4mBvByCINSGKF,18,28-449-179-7588,8795.54,HOUSEHOLD,ously ironic theodolites are slyly final requests. fluffily even ideas wake blithely around the bold packages. fina
2575,"Customer#000002575",tN7O7ZLk22gM9rLp7DyFPgLkG w,22,32-813-326-9582,6723.28,HOUSEHOLD,egular ideas. carefully regular requests affix blithely abo
2576,"Customer#000002576","8NzcdXI09tEByrEiMks,8LriCulXQp",0,10-602-277-5285,4190.53,BUILDING,ly ironic ideas. deposits poach permanently idle ide
2577,"Customer#000002577","1aqkrY7,wc914xF1YaBgFOt6",21,31-717-468-3713,6261.94,MACHINERY,ess dependencies past the slyly bold foxes serve blithely blithely even requests. regula
2578,"Customer#000002578", VDGSbRH5ANe74X0GZ6sF6fPHRuwF9Ja4TU,15,25-959-693-1043,5529.92,BUILDING,"ies integrate furiously final, ironic theodolites. furiously final asymptotes sublate furiously special courts. f"
2579,"Customer#000002579",PaDn2RAMQasxbNKpAYKyQiE,8,18-938-963-3515,319.72,MACHINERY,sts nag furiously ironic pinto beans. instructions eat slyly again
2580,"Customer#000002580",qzdGJVzgPl616Ee0LbG9RzFq,21,31-814-514-9127,3477.62,AUTOMOBILE,. slyly final pinto beans cajole. accounts solve boldly ironic accounts. blithely pending ideas wake against the unu
2581,"Customer#000002581",2SiahrhNuBpoZzuffViUHxTWkLknUUl3es,0,10-690-147-3371,3272.97,MACHINERY, wake blithely. fluffily unusual acc
2582,"Customer#000002582",7PYZOV41rsYoNSVYO,6,16-413-514-6675,6713.19,AUTOMOBILE,"ly furiously even packages. regular, even pinto beans integrate quick"
2583,"Customer#000002583",IR1tzaH5is7Lfki9CA,3,13-686-176-3896,-356.87,MACHINERY, ironic packages. blithely express ideas inside the quick platelets
2584,"Customer#000002584",ZqJ8VnaLm9,24,34-624-788-8077,6050.89,BUILDING,tainments. quickly ironic accounts wake.
2585,"Customer#000002585","tgcPcY9QZt,NbUuMYV8Wc8PPzPgjA2,c Ahuoe",3,13-718-514-7580,271.57,AUTOMOBILE,"ctions cajole. final, blithe pinto be"
2586,"Customer#000002586","Fd4TsQbvq7OttOX8X,ZIdS79W ",11,21-337-360-5321,8193.93,FURNITURE, the unusual deposits cajole after the pinto beans. carefully final deposits up the fluffily ironic pinto beans 
2587,"Customer#000002587",NhqjDtSRp1R,24,34-670-585-3491,4358.31,BUILDING,uffily final foxes cajole about t
2588,"Customer#000002588",XLP TDgxsekpnyz6sUIldo178ShYVGDsuN,18,28-217-837-4084,-926.60,MACHINERY,among the carefully special ideas. furiously ironic packages around the furiously regular requests caj
2589,"Customer#000002589",OIBW4cR4P0ieP GnNjehFsgJ4izlx,2,12-270-348-3754,541.97,MACHINERY,pinto beans sleep. carefully express instructions after 
2590,"Customer#000002590",XFHDOws1G45x,7,17-483-833-5072,9852.99,BUILDING,"telets are among the express dependencies. carefully even accounts are ironic, final requests? slyly"
2591,"Customer#000002591","8RLmynQmQ75Wm,c0",18,28-695-347-3960,3319.74,FURNITURE,ar accounts detect quickly blithely unusual accounts. blithely 
2592,"Customer#000002592",VkKKkdUtQ49irYP8BV7K,14,24-741-158-7028,838.83,MACHINERY,"ss asymptotes. unusual, regular ideas after the fu"
2593,"Customer#000002593","1bNCTMCHDnFD1u0zJr,ci7vaBhmNLbvy",22,32-732-222-3349,5136.50,HOUSEHOLD, blithely above the instructions. regular packages wake. carefully unusual dependen
2594,"Customer#000002594",xngH2DwfZO0j2ruqzcTdCwDDw1DeBeS,1,11-700-718-7706,-834.37,BUILDING,ccounts. even dolphins nag sly
2595,"Customer#000002595","AnZOwaX ,LVdQY7,dpyZHrEcV",12,22-273-876-4773,-277.33,AUTOMOBILE, courts are furiously epitaphs. blithely express waters integrate final requests! instructions dazzle f
2596,"Customer#000002596",ibdLEWXgkNvkNKCrFy7RNa,20,30-236-600-5875,857.20,BUILDING,"ias. final, final deposits affix quickly sometimes regular requests. fluffily final "
2597,"Customer#000002597",Te3m55vSFxry5h0j ,17,27-306-340-9145,5894.89,AUTOMOBILE,r asymptotes. furiously special requests cajole along the permanent accounts. even instructions
2598,"Customer#000002598",jIrS2tukdGkFaXRUqKjNgp2auCRQVttXqk7HNUK3,2,12-309-456-1719,7444.10,BUILDING,"carefully even packages cajole. furiously unusual accounts unwind alongside of the special, ir"
2599,"Customer#000002599",lZV9Eeh7uH4iZ6od,5,15-547-731-3012,8001.58,MACHINERY,quests sleep slyly pinto beans. quickly pending packages run fluffily. unusual accounts are furiously slyly final
2600,"Customer#000002600",0BN0z8lsB hRNpGq3aT2KB4oEQorxLREmvqgq7,0,10-296-686-9016,5640.41,BUILDING,refully accounts. furiously special instruc
2601,"Customer#000002601",Nz9dBRIk97Shlvxxa8dG3X4r,4,14-595-924-1595,9423.19,FURNITURE,ect carefully above the quickly quiet packages. slyly even accounts sleep slyly regular deposits. unusual 
2602,"Customer#000002602",e8BwWCeVXHi3mvKIgWng0WvbWJU2H8RL3JBE7ju,2,12-890-409-2341,6624.38,BUILDING,uriously silent instructions 
2603,"Customer#000002603",akJQNHUNlVOcfFMheIYaRD,5,15-535-161-7366,2943.56,AUTOMOBILE,"sly bold requests; unusual, special accounts haggle along the blithely regular reque"
2604,"Customer#000002604",vvQNkzLvYMQt,7,17-102-545-8181,3382.45,MACHINERY, the bold dependencies-- even ideas serve blithely depths. 
2605,"Customer#000002605","t4M9C,G9QQ8v13p  nWDUY3GZC7RuuB",24,34-130-795-8130,9743.11,HOUSEHOLD,y. quickly regular packages grow
2606,"Customer#000002606","RZmv20shcUEXjS51,pn0nwOD2rYRIE2jY",12,22-997-784-7613,4580.47,BUILDING,esides the slyly regular deposits. bl
2607,"Customer#000002607",YyqNtA1kpyqAIpATuYh3aeUDx6EQaVjxZcPGKr,2,12-493-596-9627,3975.69,HOUSEHOLD,ar accounts unwind carefully bold courts: fi
2608,"Customer#000002608",dADSV0Q52D8Ay8Yjl5MdPcsKkypGmR,21,31-348-741-1477,3414.72,FURNITURE,"s haggle furiously regular, special foxes. blithely regular instructions sublat"
2609,"Customer#000002609",Zog09gkdgy1X1pesbVbfe5ir0,3,13-724-798-5487,2189.28,BUILDING, believe carefully. carefully even pinto beans nag. slyly quiet patterns sublate blithely a
2610,"Customer#000002610","LZsoihoAyjs086vaXIw1vHi0S2QzIIj1,rn",8,18-131-289-5237,9226.63,AUTOMOBILE,ar instructions. quickly bold deposits detect blit
2611,"Customer#000002611","RqeL0ssGqT7PX6BsDpcG,Hdv5Evw",17,27-481-882-2683,2971.37,HOUSEHOLD,ons haggle furiously carefully ironic ideas. special foxes use carefully f
2612,"Customer#000002612",xkd70EE8W KpL,2,12-982-176-5085,8870.59,BUILDING,"regular, final accounts was slyly. slyly final pinto beans wake carefully ironic a"
2613,"Customer#000002613",ZggzyFgp4oh,2,12-200-316-1179,3044.19,MACHINERY,"s. quickly special frets boost slyly ironic, unusual requests. furiously "
2614,"Customer#000002614",b6u0xJUEv2tCRP6GZNNxyjEEyOc9uBjS22RKgb,19,29-740-430-9216,663.38,AUTOMOBILE,"efully pending foxes boost platelets. even, enticing"
2615,"Customer#000002615",eQhK6F0MOEn,8,18-178-878-4939,4379.10,BUILDING, instructions among the quickly close dolphins haggle aroun
2616,"Customer#000002616",Z8SYLzUnr5tx9xneVNb2kVoBCrGVnitDzN6BA,24,34-390-463-5774,7522.94,BUILDING,riously. ironic deposits haggle sl
2617,"Customer#000002617","QxNkgN6ix3,ZPppP",24,34-352-562-8108,2086.99,FURNITURE,"n packages wake platelets. unusual ideas along the regular, special packages nag in place of the car"
2618,"Customer#000002618",OiKlaBCORiQizIRRfEf,23,33-843-304-3019,6036.07,MACHINERY,arefully quickly pending instructions. blithely regular platelets are blithely slyly even packages. b
2619,"Customer#000002619",93U56ZXC8Q6J,17,27-990-328-8546,4297.56,MACHINERY,"le furiously according to the special, regular requests. quickly permanent "
2620,"Customer#000002620",ufzG QtRODlwm 8oX3i2j7 9lhYVF294MwlC,18,28-356-165-5471,1033.04,FURNITURE,"ng accounts. silent, even ideas dazzle blithely. "
2621,"Customer#000002621",mvVeEjy0yby6MVfGJHPh46neBa,0,10-277-572-9420,2238.79,MACHINERY,ual deposits boost after the ideas?
2622,"Customer#000002622",xCO2Vv5i1S44yPMYvstqt2cCF6Apa,7,17-329-378-5573,5263.92,MACHINERY,ests grow quickly ironic accounts. quickly regular accounts wake. blithely special accounts boost alongsid
2623,"Customer#000002623","BTI2qTWGv,HPXaqO7OFM",24,34-485-127-6273,6697.50,FURNITURE,"ng, even pinto beans. regular requests nag blithely daringly caref"
2624,"Customer#000002624",kPnSJEjJffgjD9FyDqR6M6acXmETMssbNiLsc,14,24-442-958-6587,-136.39,BUILDING,ffily express depths after the carefull
2625,"Customer#000002625","LBteGfzJ0zZ,C0kQrg8L2",11,21-244-307-5345,4673.89,BUILDING,ully brave requests nag against the furiously ironi
2626,"Customer#000002626",YVt0VbwBMgred,6,16-667-558-1994,1050.60,MACHINERY,"ests are around the final, pending theodolites. furiously enticing requests wake furiou"
2627,"Customer#000002627",mk7cp5hLlX,16,26-583-496-7033,373.34,HOUSEHOLD,ronic pains. special deposits boost furiously against the never ironic theodolites. furiously pending accounts are 
2628,"Customer#000002628",Ty1bmCdJ2EZgUQ9ZtnhDpn0FDXX16KvkIF,11,21-101-687-6257,2690.77,HOUSEHOLD,riously even ideas can haggle furiously e
2629,"Customer#000002629",F20OWhuWfeUy,17,27-462-810-2533,700.15,HOUSEHOLD,y regular theodolites haggle across the blithely expres
2630,"Customer#000002630","eU0w0zcNanaJ,3hpFPiLCMG3vNWOs0Hb",1,11-639-209-4585,6384.53,HOUSEHOLD,"d are blithely bold, ironic Tiresias. blithely ironic dolphins according to th"
2631,"Customer#000002631",gQgxHprjbj EZqYgJoVSturN5RwsdZy4SVXIU8k5,13,23-126-828-7488,8773.22,MACHINERY, cajole among the fluffily pending accounts. bo
2632,"Customer#000002632","bRWVwf6gVkmWnpdUExq2HX,W3Ueqm1wtX2 t",0,10-807-168-3490,5618.72,BUILDING,sly quickly final deposits. quickly regular deposits sleep blithely. blithely 
2633,"Customer#000002633",HYgOoHwTGZq3i5R6j08A8sp6pnH,5,15-412-179-5201,7882.14,AUTOMOBILE,ic foxes. slyly regular asymptotes are against the slyly special deposits. idle packages integrat
2634,"Customer#000002634",k8cSvzYrimnz2I3CPjUDF1u4yO58E3zrFbACgE,9,19-200-573-6420,209.40,FURNITURE,kages cajole quickly. carefully regular deposits boost furiously
2635,"Customer#000002635",Y9l2At1H17pTOfcn6u1cGqo7mT2,0,10-392-627-7354,8329.35,MACHINERY,anent theodolites maintain furiously. fluffily special packages acros
2636,"Customer#000002636", 8HSRwmZBqpC90MMV,23,33-374-549-4958,3400.39,HOUSEHOLD,yly. carefully bold packages e
2637,"Customer#000002637","3kQo7iNAoa IUF,SeLpr",8,18-238-515-5826,3345.45,AUTOMOBILE,onic instructions against the quickly sil
2638,"Customer#000002638",mGyXfr2CRz0aJ5,13,23-694-684-6549,3887.74,HOUSEHOLD,uickly final accounts haggle blithely blithely final deposits. accounts are according to the doggedly ir
2639,"Customer#000002639",cwMGADXXka 1lh4HtdDyaoNCI,20,30-664-205-5931,-738.55,HOUSEHOLD,s. carefully final ideas acco
2640,"Customer#000002640",tJGeSiRSXLplhJ14vaauC,20,30-736-830-7589,4073.86,MACHINERY,"g platelets cajole slyly across the slyly ironic theodolites. final, even excuses nag along the pen"
2641,"Customer#000002641","GyuQxCf Cy6l2v4RzMsNI ,qy",20,30-630-181-8229,3395.75,HOUSEHOLD,y dependencies boost. carefully blithe deposits cajole. furiously special dolphins use 
2642,"Customer#000002642",FF404O3u9KOBTPvGvnYT3a0AW,19,29-334-769-1931,2418.01,FURNITURE, accounts. carefully regular instructions are carefully except th
2643,"Customer#000002643","LNDSnecDUjnpxE2sHa1BnZuvX76c,K1Zr1",16,26-206-104-1193,3527.38,AUTOMOBILE,. furiously regular requests across the regular deposits sleep quickly carefully pe
2644,"Customer#000002644",A7wmmIRDcKg4,13,23-164-810-9204,3622.16,AUTOMOBILE,counts haggle express theodolites. furiously unusual dependencies above the quickly regular asymptotes n
